Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Zach Edey,PURD,.639,.607,134.1,22.4,27.9,25.2,13.3,11.5,0.5,7.1,32.6,-4.2,1.6,130.3,92.2,38.0,710.1,40.5,2023
Jake Stephens,CHATT,.669,.630,178.0,8.6,26.2,18.0,24.4,14.5,1.6,7.7,30.6,-1.6,1.6,128.7,95.5,33.3,487.9,36.2,2023
Liam Robbins,VANDY,.600,.543,160.0,12.6,21.7,17.1,10.3,11.4,0.8,14.6,31.4,-4.2,1.6,122.5,96.9,25.5,334.9,35.8,2023
Trayce Jackson-Davis,IU,.609,.582,127.7,10.4,25.6,18.5,25.3,13.0,1.4,8.9,29.5,0.4,1.5,121.8,94.4,27.4,675.0,35.1,2023
Dwight Wilson III,OHIO,.637,.618,132.9,16.4,26.4,21.3,10.9,11.8,0.8,0.8,26.6,-3.0,1.5,129.4,103.5,25.9,426.4,32.2,2023
Oscar Tshiebwe,UK,.603,.560,128.9,20.7,29.8,25.2,9.5,12.9,2.9,3.3,23.4,-3.0,1.5,126.8,94.9,31.9,591.8,31.6,2023
Josh Cohen,STFPA,.608,.585,124.1,9.5,20.0,14.9,18.0,9.0,1.5,2.7,30.1,-0.3,1.5,124.2,103.3,20.9,503.9,31.4,2023
Isaac Jones,IDAHO,.653,.637,162.1,8.6,24.2,16.5,13.4,11.7,1.2,3.8,28.8,-2.7,1.7,125.3,103.8,21.5,451.1,31.4,2023
Drew Timme,ZAGS,.628,.620,141.4,10.2,18.3,14.4,19.1,13.3,1.1,3.3,30.1,-1.4,1.5,124.0,102.2,21.8,585.9,31.3,2023
Keegan Records,COLGT,.678,.680,164.1,12.9,19.5,16.3,11.1,9.7,1.4,5.9,24.0,-0.7,1.6,132.8,98.9,33.9,417.5,31.1,2023
Demilade Adelekun,DART,.588,.576,159.3,12.0,25.5,18.8,26.9,15.5,2.2,8.7,30.0,-1.9,1.4,113.1,92.4,20.8,348.5,31.1,2023
Adama Sanogo,UConn,.648,.627,173.7,12.1,22.4,17.4,11.5,12.7,1.5,3.2,28.2,-4.0,1.5,125.2,91.5,33.7,513.0,30.6,2023
Enrique Freeman,AKR,.621,.614,156.2,13.1,31.9,22.6,14.4,13.5,1.2,4.4,26.1,-2.8,1.5,122.1,93.4,28.7,537.1,30.1,2023
Darius McGhee,LBRTY,.600,.570,170.1,1.7,11.6,6.7,21.6,9.2,3.1,0.6,35.6,0.2,1.3,117.8,92.5,25.2,479.0,29.9,2023
Amari Williams,DREX,.552,.530,139.7,10.0,31.3,20.6,21.3,18.8,3.1,8.3,30.7,-5.2,1.4,103.7,83.5,20.3,407.9,29.3,2023
Drew Pember,UNCA,.618,.528,167.3,6.9,25.9,17.0,15.1,16.7,1.5,6.9,31.5,-5.5,1.7,116.0,92.0,24.0,565.8,29.2,2023
N'Faly Dante,OREG,.620,.614,123.2,14.4,24.7,19.6,9.6,16.1,2.4,5.8,25.5,-5.3,1.5,116.3,94.0,22.3,391.4,29.1,2023
Hunter Dickinson,MICH,.614,.587,170.7,8.6,23.4,16.3,10.5,11.9,0.9,5.4,27.6,-3.3,1.4,119.1,97.0,22.0,517.9,29.1,2023
Jacob Ognacevic,LIP,.681,.643,175.4,6.9,13.3,10.3,4.8,9.3,0.5,1.1,27.7,-3.5,1.6,130.6,104.2,26.4,351.1,29.0,2023
Isaac Mushila,TAMU-CC,.640,.562,174.7,14.9,28.6,21.7,8.3,13.2,2.7,0.4,23.0,-3.3,1.7,130.2,96.0,34.1,491.3,28.9,2023
Azuolas Tubelis,ARZ,.614,.580,164.6,11.1,22.8,17.5,14.1,12.9,2.1,2.3,29.9,-3.3,1.4,118.9,93.6,25.4,530.8,28.8,2023
Connor Vanover,ORU,.615,.590,165.6,7.3,23.4,15.7,5.7,8.8,1.5,12.8,22.0,-1.7,1.4,122.9,90.7,32.3,466.8,28.7,2023
Tolu Smith,MISST,.584,.572,116.0,15.4,21.3,18.3,16.1,15.2,1.4,3.2,29.8,-4.9,1.6,113.4,92.5,20.8,420.3,28.7,2023
DaRon Holmes II,DAY,.621,.597,157.5,11.5,17.6,14.8,12.2,13.6,1.3,6.5,27.6,-3.7,1.6,119.8,92.5,27.3,508.0,28.7,2023
Terence Lewis II,LA,.651,.614,146.4,14.9,26.0,20.6,8.5,9.3,2.1,0.9,20.2,-0.9,1.5,136.1,97.6,38.6,385.3,28.6,2023
Grant Nelson,NDSU,.587,.554,151.0,8.8,27.3,18.3,15.6,14.6,1.4,5.6,30.1,-3.9,1.4,112.9,100.6,12.3,432.9,28.4,2023
Tra'Von Fagan,UMBC,.652,.621,174.3,11.0,31.0,20.8,13.2,8.8,1.7,2.5,19.7,1.1,1.6,135.4,100.9,34.5,293.5,28.4,2023
Jesse Edwards,SYRA,.625,.594,232.1,11.8,24.4,18.3,9.3,14.7,2.5,10.5,21.3,-3.0,1.5,121.2,96.9,24.3,524.8,28.2,2023
P.J. Hall,CLEM,.613,.581,171.8,8.5,19.0,14.1,9.8,12.1,1.6,5.3,30.9,-4.3,1.4,115.1,95.5,19.6,344.5,28.2,2023
Ryan Kalkbrenner,CREI,.725,.705,180.6,10.1,12.6,11.4,7.6,11.8,1.1,5.9,20.1,-2.1,1.7,137.5,96.9,40.6,488.8,28.0,2023
Johni Broome,AUB,.546,.539,137.7,13.2,24.2,18.8,12.0,11.8,1.9,9.7,27.6,-3.2,1.3,110.7,92.2,18.5,420.4,27.8,2023
Kobe Brown,MZZOU,.655,.625,180.0,7.7,19.4,13.6,16.8,12.0,2.8,1.9,23.9,0.1,1.5,128.5,102.9,25.6,458.1,27.8,2023
Viktor Lakhin,CINCY,.616,.621,167.8,11.5,24.4,17.9,4.5,11.9,2.9,6.0,22.9,-4.0,1.5,119.1,90.1,29.0,359.0,27.6,2023
Matt Rogers,AMERU,.657,.646,170.8,9.7,23.2,16.7,16.7,16.5,2.0,3.4,27.1,-3.8,1.5,118.5,100.9,17.6,354.6,27.6,2023
Jalen Pickett,PENST,.577,.552,165.2,4.2,20.5,12.7,39.2,12.9,1.6,1.6,27.4,6.1,1.3,120.2,102.1,18.1,617.5,27.5,2023
Jalyn McCreary,MER,.557,.547,119.9,12.3,15.9,14.1,5.7,8.9,1.8,2.8,32.8,-4.4,1.2,111.3,99.6,11.7,283.4,27.5,2023
Jalen Slawson,FRMN,.652,.614,172.0,7.2,20.9,14.1,19.9,17.8,2.9,5.3,24.1,-1.5,1.6,122.1,95.6,26.4,523.9,27.4,2023
Josh Roberts,MAN,.685,.702,125.6,13.7,25.9,19.9,3.3,8.0,1.4,6.7,16.5,-1.6,1.6,136.8,96.3,40.5,404.5,27.4,2023
Cam Shelton,LOYMR,.574,.546,157.3,4.2,14.7,9.5,27.0,11.9,3.0,0.5,30.1,0.9,1.3,119.0,102.4,16.7,438.9,27.3,2023
Bent Leuchten,UCI,.635,.610,164.4,10.9,25.4,18.5,10.6,10.8,0.9,4.8,22.6,-1.3,1.5,126.6,92.2,34.4,240.4,27.3,2023
Xavier Castaneda,AKR,.623,.545,166.7,2.9,12.8,7.9,18.3,11.0,1.7,0.3,30.1,-0.7,1.6,126.4,101.5,25.0,398.8,27.3,2023
Isaiah Cozart,EKU,.628,.635,120.0,14.2,20.9,17.4,2.8,7.0,1.1,11.5,16.6,-1.4,1.5,133.7,95.8,37.9,455.9,27.3,2023
Taevion Kinsey,MARSH,.596,.561,169.0,4.5,9.7,7.1,26.6,10.4,2.5,1.3,25.8,3.6,1.4,125.5,99.4,26.0,537.4,27.2,2023
Brandin Podziemski,SCU,.602,.571,169.1,5.9,22.5,14.3,20.7,12.1,2.8,1.4,25.7,0.4,1.4,121.6,97.5,24.1,546.8,27.2,2023
Armando Bacot,UNC,.587,.554,121.9,15.8,23.5,19.7,10.0,14.1,1.1,3.3,25.8,-4.2,1.5,118.3,97.2,21.2,441.1,27.2,2023
Brice Sensabaugh,OSU,.587,.554,171.6,6.6,20.1,13.5,10.8,12.8,1.3,1.8,34.0,-5.3,1.3,113.9,101.8,12.2,296.3,27.1,2023
DeAndre Williams,MEMP,.593,.565,166.7,10.0,21.1,15.9,19.1,13.3,2.6,3.6,26.9,-1.0,1.4,118.5,94.4,24.1,514.1,27.1,2023
Kris Bankston,NORF,.703,.692,179.7,10.7,19.0,15.1,6.6,15.0,1.8,6.8,20.2,-3.9,1.8,130.8,97.5,33.3,411.3,27.0,2023
Patrick Gardner,MRST,.573,.555,155.6,5.1,20.3,12.8,19.4,13.0,1.5,3.6,33.6,-4.0,1.3,108.1,99.3,8.8,398.8,27.0,2023
Joel Soriano,STJ,.604,.563,129.3,15.7,27.7,21.7,7.8,12.2,0.5,5.1,21.8,-2.8,1.5,124.1,98.2,25.9,523.0,27.0,2023
Supreme Cook,FAIR,.573,.544,118.1,15.6,25.6,20.5,6.4,12.6,0.8,2.9,27.1,-5.0,1.5,115.2,98.3,16.8,331.4,26.9,2023
Kris Murray,IOWA,.572,.548,154.0,9.0,18.7,13.6,11.8,7.9,1.7,3.4,27.3,-0.5,1.3,120.7,105.2,15.4,439.8,26.9,2023
Chris Manon,COR,.623,.586,160.9,6.6,15.2,10.8,21.8,20.5,6.2,3.0,27.1,-3.6,1.5,112.1,95.2,16.9,246.9,26.8,2023
Chris Ledlum,HAR,.541,.520,140.3,10.0,22.8,16.4,12.1,13.2,3.3,4.0,32.8,-5.3,1.3,106.1,91.6,14.5,370.4,26.8,2023
RayJ Dennis,U of T,.562,.534,162.0,3.0,12.6,7.9,32.0,10.2,2.5,0.5,28.4,5.3,1.3,121.5,108.4,13.1,502.8,26.7,2023
Ja'von Franklin,GT,.606,.591,124.2,13.2,21.6,17.3,16.1,13.5,3.1,6.3,17.4,0.7,1.4,125.2,97.3,27.9,428.3,26.7,2023
Alex Gross,MRHD,.597,.572,127.3,13.2,24.0,18.6,8.3,13.2,1.0,8.5,24.9,-4.1,1.4,115.5,93.7,21.8,373.4,26.7,2023
Antoine Davis,UDM,.568,.523,173.2,1.3,8.8,4.9,23.6,11.8,1.9,0.2,37.4,-2.4,1.3,117.2,112.2,5.0,410.8,26.6,2023
Jordan Brown,LA,.590,.575,143.4,10.0,23.6,17.0,12.0,14.8,1.2,3.8,30.2,-5.2,1.5,113.2,98.5,14.7,438.3,26.6,2023
Norchad Omier,UMFL,.616,.582,162.3,15.7,27.1,21.5,8.1,15.4,2.2,4.3,22.1,-3.8,1.5,122.4,98.1,24.3,501.5,26.5,2023
"Jaime Jaquez, Jr.",UCLA,.543,.511,156.8,9.4,21.5,15.4,14.6,9.9,2.8,2.2,28.1,-0.7,1.2,115.0,88.1,27.0,517.4,26.5,2023
Fousseyni Traore,BYU,.642,.608,236.5,13.8,25.2,19.5,12.7,18.1,1.6,3.2,24.2,-4.8,1.6,118.9,96.4,22.5,382.3,26.5,2023
Colin Castleton,FLA,.555,.503,136.2,6.8,20.5,13.9,19.8,15.0,1.7,9.2,27.8,-2.3,1.4,108.1,90.0,18.1,373.9,26.5,2023
E.J. Jarvis,YALE,.602,.576,167.9,11.8,17.6,14.8,5.7,11.6,1.4,8.5,24.6,-3.7,1.4,119.3,90.1,29.3,278.4,26.4,2023
J.T. Shumate,U of T,.655,.616,181.3,7.3,12.6,10.0,8.1,6.1,1.0,4.3,22.0,0.3,1.5,138.2,109.6,28.6,412.3,26.4,2023
Tyzhaun Claude,WCU,.572,.526,157.6,14.3,24.3,19.3,4.6,13.5,0.9,3.5,30.3,-6.7,1.4,112.0,98.0,14.0,338.1,26.4,2023
K.J. Williams,LSU,.587,.556,168.6,10.2,18.3,14.1,7.4,8.8,2.2,2.9,25.7,-2.6,1.3,120.5,104.1,16.4,431.1,26.3,2023
"Walter Clayton, Jr.",IONA,.597,.545,183.9,2.3,14.5,8.5,20.9,11.2,3.5,2.1,26.3,1.2,1.3,122.0,92.6,29.4,389.9,26.2,2023
Jordan Dingle,PENN,.597,.546,167.7,2.6,9.5,6.3,15.6,12.6,2.0,0.5,34.7,-4.0,1.4,114.5,105.9,8.6,320.4,26.2,2023
Branden Carlson,U of U,.586,.550,159.9,8.4,19.8,14.4,12.5,13.3,0.6,7.1,28.4,-3.9,1.4,113.4,91.9,21.4,389.8,26.2,2023
Brayden Parker,IDHST,.585,.555,160.7,8.6,19.4,13.9,17.0,13.0,1.5,5.0,29.2,-2.6,1.3,112.8,103.4,9.4,254.1,26.2,2023
Jordan Minor,MERRI,.537,.517,121.3,12.5,22.5,17.6,18.8,14.7,2.4,8.3,30.5,-3.8,1.4,104.8,84.6,20.2,419.0,26.2,2023
DeMarcus Sharpe,NSU,.527,.488,181.6,3.0,15.4,8.8,31.9,11.8,3.3,2.5,30.5,2.5,1.2,113.3,101.4,11.9,447.0,26.2,2023
Jaelen House,UNM,.573,.506,166.4,1.7,12.4,7.4,26.8,13.1,4.7,2.1,26.4,2.7,1.4,116.9,95.4,21.5,426.8,26.1,2023
Grant Basile,VT,.616,.601,162.1,6.0,17.5,11.9,13.3,11.2,0.9,4.3,28.6,-2.0,1.4,117.1,103.4,13.7,378.1,26.1,2023
Ante Brzovic,C of C,.542,.508,147.9,10.1,25.8,17.8,10.8,11.1,2.2,2.8,30.1,-3.6,1.3,113.2,89.8,23.3,288.3,26.1,2023
Ed Croswell,PROV,.629,.614,177.2,16.3,15.0,15.7,5.0,12.1,2.4,3.2,20.9,-3.5,1.6,127.1,100.5,26.5,387.9,26.1,2023
J'Wan Roberts,U of H,.627,.612,129.8,13.9,20.6,17.4,8.6,11.4,1.6,6.8,17.7,-0.9,1.5,131.1,86.0,45.1,430.5,25.9,2023
Vladislav Goldin,FAU,.624,.625,121.6,14.5,21.7,18.3,4.2,13.8,1.0,6.1,22.9,-4.9,1.6,120.9,91.3,29.6,350.4,25.8,2023
Terrion Murdix,TAMU-CC,.565,.508,165.8,5.8,13.1,9.5,37.8,15.7,4.6,0.9,24.4,4.9,1.3,120.0,95.7,24.3,380.6,25.8,2023
"Jameer Nelson, Jr.",DEL,.560,.502,152.7,3.8,12.7,8.1,23.7,14.3,4.1,1.9,32.0,-2.0,1.4,108.7,101.0,7.7,369.1,25.8,2023
D'Moi Hodge,MZZOU,.626,.611,161.1,3.1,13.4,8.2,10.5,6.2,5.1,2.1,22.0,1.0,1.4,126.4,100.4,26.0,406.1,25.8,2023
Toumani Camara,DAY,.609,.590,157.8,10.6,24.0,17.9,13.4,15.4,2.6,3.2,24.9,-3.4,1.5,115.3,88.7,26.6,433.4,25.7,2023
Isaih Moore,FRSNO,.591,.560,160.3,11.9,26.5,19.2,9.7,13.7,2.3,3.8,25.9,-4.2,1.4,112.9,96.1,16.8,200.3,25.7,2023
Kelton Talford,WIN,.675,.669,132.7,12.9,20.4,16.9,5.1,15.1,0.7,2.1,23.9,-5.4,1.8,125.4,109.8,15.6,366.9,25.7,2023
Chris Payton,KENT,.716,.730,136.6,11.5,24.5,18.0,4.5,12.2,1.1,7.6,16.3,-2.4,1.9,138.3,91.4,46.8,243.4,25.6,2023
Max Abmas,ORU,.603,.548,172.8,1.7,11.4,6.8,20.0,9.9,1.7,0.5,28.0,1.8,1.4,122.7,102.1,20.6,476.5,25.6,2023
Abou Ousmane,UNT,.523,.487,119.1,14.3,19.1,16.8,11.8,12.2,2.4,7.1,28.6,-3.6,1.2,110.6,88.2,22.4,287.5,25.6,2023
Marcus Sasser,U of H,.597,.548,166.9,1.4,9.2,5.5,19.4,10.3,3.2,0.7,26.4,1.5,1.4,126.0,89.9,36.1,391.1,25.5,2023
Ahmad Rand,UWM,.630,.622,147.1,12.6,16.0,14.4,5.6,12.6,2.0,12.2,18.3,-2.8,1.4,124.4,95.6,28.7,292.6,25.5,2023
Oumar Ballo,ARZ,.634,.647,121.2,10.4,24.4,18.0,10.8,14.2,1.4,4.8,22.9,-2.7,1.7,120.3,93.1,27.3,466.6,25.4,2023
Kalib Boone,OKST,.623,.588,159.1,12.5,15.3,13.9,11.5,17.1,1.8,6.3,24.5,-5.1,1.5,115.6,94.0,21.6,299.9,25.3,2023
Jermaine Marshall,SAMF,.607,.545,164.2,9.1,22.8,16.1,9.5,14.2,3.0,2.3,25.7,-4.2,1.5,119.5,96.0,23.5,304.6,25.3,2023
Cameron Parker,PORTL,.646,.561,178.0,0.9,13.5,6.8,36.1,15.4,1.8,0.2,23.5,4.4,1.8,127.5,106.8,20.7,421.5,25.3,2023
Kadin Shedrick,UVA,.696,.652,164.1,9.2,19.5,14.3,7.3,13.5,3.0,10.6,16.8,-1.9,1.8,132.3,87.9,44.4,207.5,25.3,2023
Tylor Perry,UNT,.635,.575,172.3,2.1,11.1,6.8,14.3,11.1,2.6,0.2,25.8,-1.1,1.5,129.1,94.6,34.5,378.3,25.2,2023
Max Fiedler,RICE,.721,.735,132.4,12.7,17.7,15.3,32.2,23.9,1.4,3.8,17.0,2.8,1.6,131.6,104.6,27.0,523.8,25.2,2023
Nelly Joseph,IONA,.575,.550,117.4,13.5,21.7,17.6,6.7,12.7,2.2,5.0,23.4,-3.6,1.5,117.0,91.8,25.2,471.0,25.2,2023
Josh Oduro,GMU,.576,.560,140.0,10.9,22.1,16.7,22.8,17.1,1.6,3.4,29.5,-3.7,1.4,109.2,95.2,14.0,399.8,25.2,2023
Nick Caldwell,SELU,.587,.546,169.8,11.7,18.7,15.2,7.4,11.2,2.5,4.8,24.5,-3.0,1.4,118.4,101.4,17.0,280.6,25.1,2023
Isaiah Moore,USA,.563,.538,145.1,1.9,9.8,6.0,31.1,14.7,2.2,0.7,32.1,0.7,1.3,109.2,99.4,9.8,383.9,25.1,2023
Callum McRae,CSUS,.567,.541,124.9,12.6,29.2,20.9,20.8,17.1,1.0,3.2,26.0,-2.7,1.3,111.0,100.8,10.2,399.3,25.0,2023
Robert Vaihola,SJSU,.695,.712,127.8,18.6,21.5,20.0,6.0,20.7,1.2,3.2,18.3,-5.7,1.6,122.9,101.2,21.6,288.8,25.0,2023
Parker Bjorklund,STTOM,.574,.548,153.6,8.7,17.6,13.1,11.6,9.3,0.8,1.8,29.4,-2.0,1.4,116.0,107.2,8.8,242.3,25.0,2023
Rienk Mast,BRDLY,.577,.556,160.7,9.7,24.6,17.3,18.1,13.0,1.3,2.2,25.3,-0.7,1.3,116.8,92.6,24.1,349.3,25.0,2023
Dain Dainja,ILL,.620,.636,116.1,12.0,20.1,16.1,5.5,16.4,2.1,5.8,22.6,-5.7,1.5,114.0,91.8,22.2,275.6,25.0,2023
Shemar Wilson,UTA,.598,.558,173.0,17.1,22.6,19.7,7.8,17.0,1.3,4.9,23.4,-5.9,1.6,115.7,96.2,19.5,232.3,24.9,2023
Marcellus Earlington,SAND,.586,.539,163.3,9.2,20.3,14.5,10.7,13.2,1.8,0.8,29.1,-4.2,1.4,115.3,112.1,3.2,321.6,24.9,2023
Morris Udeze,UNM,.622,.610,123.8,9.9,25.3,18.0,8.4,13.8,1.1,2.8,23.7,-3.6,1.6,119.4,99.8,19.6,462.3,24.9,2023
Jakobe Coles,TCU,.565,.524,159.4,10.1,18.6,14.3,14.8,8.3,2.0,3.8,24.3,0.8,1.3,121.0,94.5,26.5,245.4,24.8,2023
Brice Williams,CHAR,.604,.561,172.0,4.3,22.7,13.9,10.3,10.1,1.3,1.6,27.8,-2.0,1.4,116.4,99.3,17.1,341.1,24.8,2023
Kendric Davis,MEMP,.551,.473,161.4,1.9,10.2,6.3,29.9,13.5,3.1,0.6,31.9,1.5,1.4,113.9,99.1,14.8,452.4,24.8,2023
Josh Smith,STET,.630,.604,162.0,11.4,24.5,17.9,6.5,13.6,1.3,4.6,21.9,-3.6,1.4,122.4,105.2,17.2,263.1,24.8,2023
Tommie Lewis,TAMUC,.729,.706,190.3,5.0,23.5,14.1,12.4,13.2,2.7,1.8,17.6,-0.5,1.7,135.9,100.9,35.0,143.1,24.8,2023
Jubrile Belo,MTSTU,.632,.582,130.9,11.3,21.1,16.2,9.1,18.5,1.6,4.4,26.7,-6.7,1.7,115.3,95.3,20.0,317.4,24.8,2023
Elijah Pepper,UCD,.571,.516,158.8,4.0,16.6,10.3,23.4,14.9,2.6,0.6,31.9,-3.2,1.4,112.3,97.7,14.6,406.6,24.7,2023
Johnell Davis,FAU,.600,.548,169.8,5.5,18.6,12.3,12.6,13.8,3.4,0.6,25.9,-2.8,1.4,117.4,91.3,26.1,370.9,24.7,2023
Karim Coulibaly,UML,.592,.576,123.5,15.8,22.0,19.0,5.8,15.6,2.1,3.9,23.1,-5.3,1.4,115.9,92.3,23.6,329.1,24.7,2023
Charles Thompson,TOWS,.583,.565,119.6,13.5,19.6,16.6,11.6,13.3,1.8,6.8,20.9,-1.7,1.4,120.1,96.4,23.7,407.0,24.7,2023
Joe Reece,DUQ,.560,.520,144.7,9.7,20.2,14.8,15.0,13.5,3.1,3.4,26.3,-2.4,1.4,113.4,96.8,16.6,215.9,24.7,2023
Great Osobor,MTSTU,.646,.626,178.8,10.0,22.1,16.1,12.1,21.4,2.0,5.3,27.9,-7.9,1.8,110.8,94.0,16.8,233.4,24.7,2023
Matt Knowling,YALE,.631,.631,155.8,3.8,16.3,10.3,18.3,11.6,1.7,1.1,23.1,0.7,1.4,121.7,93.8,27.9,251.4,24.6,2023
Ryan Young,DUKE,.717,.685,149.7,16.0,20.9,18.6,14.9,20.4,1.0,2.9,16.4,-1.5,1.8,133.1,96.0,37.1,274.0,24.6,2023
Daniel Deaver,USNA,.563,.549,157.8,11.6,20.1,15.9,23.6,15.9,2.0,2.3,27.9,-1.4,1.3,111.0,97.0,14.0,342.9,24.6,2023
Jack Nunge,XAV,.586,.567,158.5,12.2,19.7,16.1,12.6,9.7,1.7,3.9,22.3,0.3,1.4,122.8,99.9,22.9,497.5,24.6,2023
Tristan Enaruna,CLEST,.558,.528,139.4,8.9,15.9,12.4,8.9,10.5,2.0,4.2,24.9,-2.3,1.3,115.9,99.9,16.0,410.8,24.5,2023
Zed Key,OSU,.591,.569,150.1,14.9,21.0,18.0,6.2,12.9,1.3,4.2,21.6,-3.4,1.4,121.2,97.3,23.9,250.9,24.5,2023
Jeremiah Kendall,ALCST,.524,.490,115.4,18.3,19.4,18.8,5.9,12.0,2.0,2.2,27.7,-5.1,1.2,110.5,100.0,10.6,227.0,24.5,2023
Aziz Bandaogo,UVU,.622,.609,157.0,11.4,25.5,19.1,7.6,14.7,1.0,9.0,18.0,-2.6,1.6,120.4,87.0,33.4,550.3,24.5,2023
Sadaidriene Hall,SFA,.616,.601,164.0,10.7,20.2,15.5,14.1,13.8,2.5,3.1,22.3,-1.7,1.4,120.4,92.9,27.5,337.6,24.4,2023
Terrence Edwards,JMU,.612,.585,170.7,6.9,18.1,12.5,16.6,18.2,2.8,0.7,26.7,-4.5,1.5,113.4,91.9,21.5,298.3,24.4,2023
Anderson Mirambeaux,MIAMI,.590,.548,155.4,10.2,18.4,14.4,23.3,18.2,1.1,4.1,29.7,-3.8,1.4,111.0,105.8,5.2,313.4,24.4,2023
Eric Dixon,VILL,.586,.547,166.3,9.8,17.4,13.6,10.6,10.0,1.0,2.4,25.9,-1.8,1.4,118.7,104.3,14.5,381.8,24.3,2023
Andrei Savrasov,GASO,.571,.550,155.0,9.9,19.1,14.5,9.2,11.5,2.5,1.3,24.2,-2.7,1.3,114.7,95.2,19.5,331.5,24.3,2023
Trenton Massner,WIU,.566,.535,162.6,2.0,16.1,9.0,31.6,13.8,2.5,0.9,28.3,2.6,1.2,112.8,103.4,9.4,416.0,24.2,2023
Tucker DeVries,DRAKE,.582,.539,165.7,3.3,17.4,10.6,11.3,8.7,1.9,0.8,28.4,-1.1,1.3,116.1,92.9,23.3,393.0,24.2,2023
Dylan Disu,TEXAS,.655,.636,170.3,8.0,20.0,14.1,10.7,14.5,1.9,7.4,20.9,-2.3,1.5,121.3,90.8,30.5,278.0,24.2,2023
Kahliel Spear,RMU,.552,.527,144.1,8.5,22.3,15.3,12.5,10.8,2.0,4.5,24.6,-1.4,1.3,113.4,95.2,18.2,444.1,24.2,2023
Eduardo Andre,FRSNO,.618,.582,136.0,10.9,26.9,18.7,8.8,19.4,2.9,9.0,22.2,-5.6,1.5,110.2,93.5,16.7,241.6,24.2,2023
Jaylen Clark,UCLA,.550,.523,150.8,7.5,17.1,12.1,11.3,9.5,5.1,1.1,21.6,0.0,1.3,118.4,84.1,34.3,345.3,24.1,2023
Isaiah Wilkins,LONG,.596,.551,169.3,6.7,20.3,13.3,11.4,12.4,2.5,2.1,24.3,-2.2,1.4,119.9,95.7,24.2,314.0,24.1,2023
Micah Handlogten,MARSH,.649,.666,128.9,14.9,27.5,21.3,7.2,18.3,2.8,9.1,13.4,-2.0,1.6,125.5,86.8,38.7,420.3,24.1,2023
Jaylen Sebree,TNTCH,.590,.563,160.6,6.8,21.7,14.2,16.8,12.4,1.9,1.6,25.2,-1.0,1.4,116.0,100.3,15.7,419.9,24.1,2023
B.J. Mack,WOFF,.596,.559,163.4,4.9,18.8,11.9,9.3,9.2,1.1,1.7,26.1,-1.6,1.4,120.9,108.5,12.4,342.4,24.1,2023
Kyle Filipowski,DUKE,.533,.481,148.8,10.6,25.5,18.3,11.5,15.0,2.7,2.7,29.7,-5.3,1.3,107.4,90.6,16.8,413.8,24.1,2023
Brandon Miller,UA,.583,.533,167.3,7.0,18.6,13.1,12.7,12.0,1.5,2.4,26.3,-2.4,1.3,119.7,90.5,29.1,509.5,24.1,2023
Dwayne Cohill,YSU,.620,.569,180.1,2.0,10.6,6.5,25.6,15.9,2.3,0.9,25.4,1.4,1.5,121.3,103.3,18.0,425.4,24.1,2023
Kevin Samuel,USA,.602,.652,92.0,11.2,26.0,18.9,3.5,14.4,1.9,8.4,18.4,-3.7,1.4,113.6,88.8,24.8,432.5,24.0,2023
Patrick Cartier,COLST,.686,.677,178.9,5.5,12.2,9.1,11.7,14.0,1.5,0.5,26.2,-3.3,1.6,120.2,108.6,11.7,234.9,24.0,2023
Wade Taylor IV,TAMU,.575,.494,163.0,1.7,9.7,5.8,31.2,15.6,3.6,0.3,29.7,-0.1,1.4,117.3,98.3,19.0,330.6,24.0,2023
Caleb Huffman,NICH,.591,.595,143.0,6.0,15.6,10.5,10.9,12.0,3.9,0.9,26.0,-2.9,1.3,113.2,97.1,16.1,336.5,24.0,2023
Julian Reese,UMD,.617,.632,116.5,12.5,21.9,17.2,8.4,17.1,1.8,5.0,22.3,-4.9,1.6,114.9,94.7,20.2,337.4,23.9,2023
Alonzo Sule,JMU,.566,.525,146.7,15.8,16.5,16.1,7.0,10.7,1.3,5.3,21.7,-2.2,1.4,122.9,91.5,31.4,168.1,23.9,2023
"D.J. Burns, Jr.",NCST,.570,.561,117.7,9.0,15.9,12.3,13.8,14.9,1.8,4.0,27.9,-3.9,1.3,109.7,100.5,9.2,271.0,23.9,2023
Jalen Moore,OAKL,.571,.477,153.4,1.8,11.1,6.4,30.6,16.6,3.5,0.3,28.3,0.8,1.5,112.2,110.1,2.1,385.1,23.8,2023
Aly Khalifa,CHAR,.600,.588,163.6,8.9,21.7,15.6,21.3,14.2,1.5,2.8,23.7,0.8,1.3,117.5,98.0,19.5,371.1,23.8,2023
"Joe Bryant, Jr.",NORF,.569,.508,163.7,2.1,14.5,8.7,19.4,12.3,3.3,1.1,28.0,-0.5,1.4,117.7,97.7,20.0,356.9,23.8,2023
Ajay Mitchell,UCSB,.594,.532,158.7,1.3,9.3,5.4,30.6,14.0,2.3,0.9,25.7,3.6,1.5,119.4,101.2,18.2,403.4,23.8,2023
Dalton Knecht,NOCOL,.586,.557,163.1,2.6,22.2,12.6,11.4,10.8,1.3,1.6,28.2,-2.6,1.3,112.7,108.6,4.1,416.4,23.8,2023
