Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Terquavion Smith,NCST,0.494,0.463,141.7,2.3,10.4,6.2,22.7,11,2.4,1.2,29.9,1.5,1.1,106,102.6,3.5,326.6,19.8,2023
Dalton Bolon,C of C,0.537,0.499,161.5,5.3,15.4,10.2,11.1,9.3,1.9,0.1,25.6,-1.3,1.2,115.3,95.6,19.7,244.9,19.8,2023
Isaiah Burnett,STONE,0.556,0.493,153.2,2.6,15,9.1,18.5,18.9,5.1,1.9,23.2,-2.4,1.4,101.5,94.3,7.2,317.3,19.8,2023
Derek Fountain,LSU,0.623,0.572,167.4,11.6,16.9,14.2,7.7,17.4,2.8,2.5,17.1,-3.5,1.6,119.1,103.3,15.8,234.3,19.8,2023
Warren Washington,ASU,0.59,0.563,122.9,8.6,20.4,14.5,11.7,15.8,1.1,7.4,17.4,-1.6,1.5,114.4,95,19.4,342.3,19.8,2023
Mason Harrell,TXST,0.53,0.467,162.5,1.5,10.2,5.7,15.6,8.2,1.9,0.1,25.6,0.9,1.2,113.9,105.9,8,265.8,19.8,2023
Andrew Taylor,MARSH,0.504,0.485,158.1,3.6,10.5,7.1,23.4,12.9,3.1,0,29.6,0.3,1.1,104.4,98.3,6.1,380.3,19.8,2023
Atin Wright,CSUN,0.551,0.474,158.5,2.5,9.5,5.9,13.7,12.3,2.5,0.1,28.1,-3.1,1.3,108.7,105.3,3.3,240.1,19.8,2023
Daniel Ortiz,UNA,0.577,0.56,160.9,1.5,14.6,8.1,7.1,10.9,2.1,0.7,26.3,-3.2,1.2,108.5,105.2,3.3,264.6,19.7,2023
Finn Sullivan,UVM,0.551,0.525,147,2.6,19.6,11.2,16.3,12.2,2.4,3.1,23.4,0.5,1.2,107.3,97.8,9.5,297.6,19.7,2023
Foster Loyer,DAV,0.538,0.468,163.4,1.4,13.8,7.7,27.1,15.2,2.9,0.1,27.4,0.8,1.3,105.7,100.9,4.8,323.4,19.7,2023
Jake Forrester,STLOU,0.593,0.571,223.4,10.9,23.4,17.4,9.7,18.4,0.7,6,21.3,-4.3,1.4,109.8,97.9,11.9,195.3,19.7,2023
Jesiah West,WIU,0.538,0.523,126.8,9.6,21.4,15.4,13.9,15.3,2,6,18.8,-0.6,1.4,110.1,99.5,10.6,319.9,19.7,2023
C.J. Kelly,UCF,0.6,0.553,164.9,2,12.6,7.3,19.3,17.7,2.9,2.6,22.8,-1.8,1.4,113.3,96,17.2,309.1,19.7,2023
Zion Styles,UMES,0.574,0.522,162.2,5.9,11.7,8.7,14.4,18,4.4,0.9,24.4,-4.2,1.4,106.7,91.4,15.3,227.6,19.7,2023
Darlinstone Dubar,HOF,0.597,0.585,163.5,7.1,15.6,11.6,7.6,10.4,1.3,1.3,20.5,-1.3,1.3,117.1,98,19.1,275.1,19.7,2023
Olivier Nkamhoua,TENN,0.565,0.542,154.5,7.8,16.2,12,17.6,14.4,1.1,3.2,22.8,-1.1,1.3,112.7,90.2,22.5,296.6,19.7,2023
Kobe Bufkin,MICH,0.578,0.542,168.6,2.7,12.5,7.8,17.3,13.8,2.3,2.1,21.8,0,1.3,112.6,100.1,12.5,336.5,19.7,2023
Tucker Richardson,COLGT,0.516,0.513,127.7,1.7,17.1,9.7,28.1,15.6,3.5,0.9,24.3,3.9,1.2,105.2,98.3,6.9,429,19.7,2023
Matt Cross,UMass,0.51,0.453,154.9,9.5,17.8,13.5,14.2,15.3,3.1,2.5,25.1,-3.5,1.2,103.5,98,5.5,227.9,19.6,2023
Cam Burrell,LIND,0.541,0.517,149.2,8.2,14.9,11.6,12.9,12.9,2.6,5.6,19.2,-0.8,1.2,109.9,100.7,9.1,324.1,19.6,2023
Jaykwon Walton,WICHI,0.649,0.618,171.7,3.3,15.8,9.9,12.3,15,1.4,0.9,20.2,-1.9,1.5,119.8,101.2,18.6,278,19.6,2023
Souley Boum,XAV,0.596,0.532,171.5,1.4,12.8,7.4,20.1,12.1,1.6,0.4,21.6,2.6,1.4,121.8,104.5,17.3,439.3,19.6,2023
Anthony Dell'Orso,CAM,0.596,0.551,163.9,4.8,22,13.6,10,15.6,1.9,0.7,23.8,-3.9,1.4,109.7,102.7,7,290.8,19.6,2023
Matthew Marsh,WF,0.804,0.883,130.2,7.4,20.9,14.4,3.7,8.8,0.5,1.2,11.8,-0.8,2,151.6,106.4,45.2,184.1,19.6,2023
Nate Martin,TXST,0.575,0.518,126.8,12.7,17.6,15.1,8.1,16.5,0.9,4.5,20.6,-4,1.5,113.8,103.6,10.2,185.8,19.5,2023
Javon Small,ECAR,0.558,0.483,158.5,2.7,13.2,7.9,35.1,19.3,2,0.7,25.1,0.9,1.4,110.7,101.1,9.6,207.5,19.5,2023
Jaemyn Brakefield,MISS,0.631,0.606,162.1,6,18.9,12.3,12.1,14.9,1.5,0.7,18.3,-1.5,1.5,120.3,103.9,16.5,309.3,19.5,2023
K.K. Curry,UTM,0.624,0.606,160.6,7.2,20.2,13.9,3.7,13.6,2.7,2.5,16.3,-3,1.6,119.9,98.2,21.8,252.6,19.5,2023
Maxwell Lewis,PEPP,0.568,0.526,160.7,4.5,15.8,10.4,17.2,18,1.4,2.4,28.2,-4.2,1.3,104.5,107.6,-3.1,311,19.5,2023
Taylor Funk,USU,0.585,0.561,172.1,5.4,16.6,11.3,11.2,10.8,1.7,2.5,21.8,-0.7,1.2,115.1,99.8,15.3,348.3,19.5,2023
"Antonio Daye, Jr.",CCU,0.535,0.474,150.2,2.1,15.8,8.9,32.7,17.7,2.3,0.2,26.4,1.2,1.3,106.5,112.2,-5.6,191.3,19.5,2023
Emoni Bates,EMICH,0.528,0.484,151.7,2.4,19.3,10.7,9.4,12.2,1.2,1.8,31.6,-4.7,1.2,101.8,113.9,-12,268.9,19.5,2023
Joshua Lusane,CAM,0.509,0.471,148.1,5.8,15.3,10.6,20.4,12.8,2.7,3.2,25.8,0.1,1.2,104.3,101.3,2.9,212.1,19.5,2023
Charlie Peterson,USMA,0.564,0.588,103.9,13,16.2,14.6,16.9,14.8,1.5,1.8,19,0.5,1.4,117.1,102.5,14.7,244.8,19.5,2023
"Joe Munden, Jr.",FDU,0.558,0.523,154.9,6.8,21.9,13.9,8.6,13.9,2.2,0.9,25.1,-4,1.3,108.5,102.4,6.1,198.8,19.5,2023
Jacco Fritz,CAN,0.614,0.588,166,8.8,18.8,13.6,19.3,17,2,1.8,15.7,1.4,1.5,122.7,102.4,20.3,286.1,19.5,2023
Kadary Richmond,SETON,0.502,0.453,155.5,2.8,19.3,11.2,32,17.9,4.2,1.2,22.6,1.9,1.2,102.3,89.9,12.4,262.1,19.5,2023
R.J. Davis,UNC,0.567,0.515,168.1,2,14.5,8.3,18.4,11.7,1.8,0.2,22.9,0.6,1.3,116,101.2,14.8,340.3,19.5,2023
Alonso Faure,L-MD,0.607,0.606,146.8,9.8,25,17.2,10,17.9,1.2,2.8,20.5,-4,1.4,110.4,103,7.5,248.9,19.5,2023
William Douglas,PVAMU,0.52,0.466,158.1,5.1,16.5,10.5,18.2,15.8,2.6,0.4,30.4,-4.7,1.2,101.4,96.9,4.5,233.8,19.4,2023
Faizon Fields,ODU,0.58,0.551,119.2,14.7,14.6,14.7,2.9,12.3,1.7,5.9,14.9,-2.7,1.5,122.3,98.4,23.9,159.8,19.4,2023
Yaw Obeng-Mensah,UMBC,0.528,0.507,122.1,9,25,16.9,8.4,11.4,2.1,2.6,20.5,-1.6,1.2,108.6,101.6,7,255,19.4,2023
Kobe Johnson,USC,0.592,0.539,167,5.8,13.9,10.2,16.5,18.3,4.4,1.6,16.8,0,1.4,114.8,93.8,21,321,19.4,2023
A.J. Hoggard,MCHST,0.523,0.452,154.9,0.8,13.7,7.5,38.7,17.4,1.7,1.2,26.3,4.6,1.3,107.6,102.4,5.2,329.8,19.4,2023
Frankie Policelli,SB,0.552,0.511,159.1,6.1,27.7,17.4,13,13.2,1.3,1.2,23.7,-2.2,1.3,106.4,101.2,5.2,381.8,19.4,2023
Tyron Brewer,UAB,0.561,0.539,170.5,10.7,13.8,12.3,4.2,9.6,2.4,2.1,18.3,-2.1,1.2,119.5,97.2,22.3,245.1,19.4,2023
Daniel Batcho,TXTCH,0.621,0.618,180.2,10.3,18.9,14.8,10.9,20.7,1.2,7.4,16.7,-3.1,1.6,113.9,98.6,15.3,203.1,19.4,2023
Curtis Jones,BUFF,0.528,0.502,155,3.4,14.3,8.8,17.7,7,2.3,0.4,22.7,2.7,1.1,116.6,104.6,12,325.1,19.4,2023
Alex Ducas,STMRY,0.593,0.562,171.5,4.6,13.7,9.1,6.7,9.1,1.9,1.4,20.2,-1.3,1.3,121.9,95.2,26.7,305.5,19.4,2023
Aanen Moody,MONT,0.604,0.562,170.3,1.7,12,6.9,11.5,10.5,1.5,0.1,24.1,-1,1.4,117.8,109.3,8.5,232.4,19.4,2023
Myles Burns,MISS,0.484,0.445,129.4,11,16.4,13.6,11.1,12.7,5.3,1.7,18.1,-0.8,1.1,106.3,95.6,10.7,297.3,19.4,2023
Boden Skunberg,NDSU,0.574,0.531,171,2.6,16.8,9.9,9.8,9.8,0.9,0.6,23.8,-1.3,1.3,114.7,106.6,8.1,289.3,19.4,2023
Bowen Born,UNI,0.56,0.501,161.3,0.6,8.3,4.4,17.7,12.8,1.6,0,29.4,-1.6,1.3,107.9,106.3,1.6,257.5,19.4,2023
Jalen Rucker,USMA,0.549,0.511,159,1.6,14.1,8.1,23.3,15.6,1.5,0.4,29,-1.3,1.2,106.1,104.2,1.9,299.5,19.4,2023
"Wendell Green, Jr.",AUB,0.515,0.423,150,1.5,11.8,6.8,29,16.9,3.5,0.1,28.3,0.1,1.3,105,98.2,6.8,282.5,19.4,2023
"Desmond Cambridge, Jr.",ASU,0.516,0.489,154.5,3.5,10.2,6.9,17.5,9.8,3.4,2.1,25.7,0.4,1.1,106,95.7,10.3,291.6,19.4,2023
Jason Spurgin,SUU,0.622,0.603,132.3,10.5,14.6,12.6,7.4,18.6,1.5,6.5,17.2,-3.7,1.5,116.8,97.8,19,347.3,19.4,2023
Keyontae Johnson,KSU,0.593,0.568,163.7,5.7,18.9,12.5,13.5,16.7,1.7,0.6,25.8,-4.3,1.4,107.6,97.5,10.1,396.4,19.4,2023
Cam Christon,GRAMB,0.584,0.556,154.1,4.3,17.6,11.2,11.2,14.8,2.3,2.1,23.3,-3.4,1.4,111,89.5,21.6,276.6,19.4,2023
Brock Mackenzie,IDHST,0.616,0.589,173,2.1,8.9,5.4,13.4,9.5,1.3,0.2,21.7,0.2,1.4,120.4,109.6,10.8,255.1,19.3,2023
Ryan Moffatt,COLGT,0.663,0.652,172.6,3.7,13.4,8.7,9.4,8,2.9,0.3,15,1.6,1.4,131.4,101.2,30.2,330,19.3,2023
Omar El-Sheikh,ARKST,0.524,0.491,123.4,12.7,29.3,20.8,5.7,18.1,2.2,2.6,24.7,-7,1.4,99.6,98.6,1,315.4,19.3,2023
A.J. Staton-McCray,SAMF,0.56,0.516,151.5,6,16.5,11.3,5.8,11,4.7,1,18.7,-2.1,1.3,114.8,95.1,19.8,205.4,19.3,2023
Kevin Cross,TULAN,0.548,0.491,159.6,3.3,20,12,25.5,14.9,1.1,2.6,24.6,1.3,1.3,107,102.9,4.1,349.9,19.3,2023
Tyreek Scott-Grayson,ODU,0.52,0.479,142.6,3.1,15.4,9.2,20.2,13,2,2.1,26.4,-0.8,1.2,106.9,99.9,7,244.4,19.3,2023
Larry Moreno,SFC,0.575,0.527,161.4,5.2,6,5.6,20.4,13.5,2.9,1.8,21,0.8,1.4,117.5,104.8,12.6,136.9,19.3,2023
R.J. Luis,UMass,0.542,0.488,159.2,7.5,15.5,11.4,12.7,17,2.8,1.5,26.8,-5.6,1.3,103.6,97.6,6.1,181.6,19.3,2023
Dezi Jones,QUIN,0.575,0.522,167.2,2.1,13.5,7.9,27.5,19.9,2.3,1.2,24.4,-0.6,1.4,109.6,99.7,10,281.6,19.3,2023
Jalen Blackmon,STET,0.55,0.505,166.3,1.5,8.5,5,12,10.5,1.2,0.6,28.7,-1.8,1.2,111,113.3,-2.3,214.6,19.3,2023
Jacob Nicolds,UTECH,0.728,0.701,188.3,6.1,15.4,10.7,11.1,21.2,1.6,1,18.3,-4.1,1.9,124.2,103.6,20.6,243,19.3,2023
"Keith Higgins, Jr.",LEHI,0.602,0.571,173,0.9,9.3,5.3,11.8,8.5,2,0.4,21.9,0.1,1.3,115.6,101.6,14,265.1,19.3,2023
Ben Wight,W&M,0.536,0.511,113,11.1,14.2,12.6,8.2,13.4,1.9,2.3,23.9,-3.8,1.3,107.4,106.4,1,238.5,19.3,2023
Sincere Carry,KENT,0.515,0.469,152.5,1.3,10.8,6,25.3,13.3,2.6,0.7,26.5,1.5,1.2,108.3,96.4,11.9,371.6,19.3,2023
Jackson Stormo,SIENA,0.56,0.509,131.8,10,13.2,11.6,11.5,13.5,0.6,4,22.5,-2.6,1.3,112.7,102.1,10.6,267,19.3,2023
Jonathan Cisse,UIW,0.56,0.489,170.6,2.3,9,5.5,17.6,14.2,2.5,0.1,26.1,-1.8,1.3,108.9,107.4,1.4,269.6,19.3,2023
John Tonje,COLST,0.611,0.565,167.7,3,15.9,9.8,8.4,13.4,1.5,1.4,24.7,-3.3,1.4,110.3,107.1,3.1,294.8,19.2,2023
Keondre Kennedy,UNCG,0.583,0.545,166.2,4.4,19.1,12,10.6,13.7,1.8,2.4,22.6,-2.5,1.3,112.4,93.6,18.8,300.6,19.2,2023
Kristian Sjolund,UP,0.626,0.6,168.8,6.5,15.9,11.4,9.9,13.8,1,2,22.3,-2.9,1.4,116,110,6,253.8,19.2,2023
Javon Pickett,STLOU,0.553,0.51,157.7,7.3,16.1,11.9,13.4,10.8,1.3,0.5,22.8,-0.2,1.3,114.6,102.4,12.2,223.9,19.2,2023
Maxime Raynaud,STAN,0.57,0.565,141.4,10.6,24.2,17.4,8.5,15.9,1.4,3,21.5,-4,1.2,107.5,101,6.5,247.6,19.2,2023
Jamal Johnson,CHATT,0.608,0.569,163.5,3.2,14.1,8.8,8,11.5,2,1.5,22.1,-2.2,1.4,117.2,104.3,12.9,311,19.2,2023
Francis Okoro,STLOU,0.575,0.565,115.4,17.4,26.4,22.1,5.6,23.2,1.5,7.1,17.4,-5.8,1.4,107.2,94.4,12.8,285.1,19.2,2023
Malik Jefferson,MSMU,0.516,0.506,106.6,12,26.2,19.2,11.1,14.9,1.6,3.1,21.7,-3,1.2,103.1,94.9,8.2,196.3,19.2,2023
Ishmael Leggett,URI,0.527,0.453,155.7,5.4,14.5,9.9,16.7,13,2.3,0.8,26,-2.2,1.3,107.6,102.1,5.5,304,19.2,2023
Noah Clowney,UA,0.576,0.553,141.8,9.1,22.6,16.3,6.1,13.1,1.3,3.4,18.1,-2.7,1.4,117,88.8,28.3,347.1,19.2,2023
Stephane Ingo,MRST,0.518,0.489,109.4,18.2,15.8,17,6.3,12.7,1.6,7.6,13.6,-1.3,1.3,118.4,98.7,19.7,187,19.2,2023
Ja'Kobi Gillespie,BLMNT,0.525,0.498,146.1,1.4,9.9,5.7,28.1,16.6,4,1.6,25.5,1.8,1.2,104.1,100.4,3.7,213,19.1,2023
Damarco Minor,SIUE,0.537,0.465,159.1,5.1,14.5,9.9,17.7,12.5,2.2,0.5,23.1,-0.2,1.3,112.8,101,11.7,325.9,19.1,2023
Naje Smith,BOISE,0.598,0.576,158.6,8.8,15.5,12.3,9,15.9,1.4,4,19.1,-2.7,1.4,115.6,94.7,20.9,293.6,19.1,2023
Christian Ings,NORF,0.663,0.653,167,3.3,6.3,4.9,26,23.3,2.2,1.2,19.5,0.2,1.5,116.9,102.5,14.4,101.6,19.1,2023
Tobias Cameron,ACU,0.649,0.598,178.5,6.5,16.7,11.2,17.6,22.6,2.9,1.6,19.4,-2.4,1.6,113.8,98.2,15.5,246.5,19.1,2023
Race Thompson,IU,0.551,0.523,146.4,8.9,16.9,13.2,7.6,12.3,2.4,4.2,19.2,-1.7,1.3,111.5,97.2,14.3,229.6,19.1,2023
Robin Duncan,UVM,0.544,0.554,124.2,8.1,22.5,15.3,25.8,16.1,1.7,1.4,15.5,5.2,1.3,120,100.3,19.7,390.1,19.1,2023
Le'tre Darthard,UVU,0.591,0.521,166.9,2.8,9.6,6.5,9.9,11.1,2.3,1.8,21.9,-1.3,1.4,117.7,95.4,22.3,316.1,19.1,2023
Brandon Stone,DESU,0.566,0.558,143.9,7.1,19,12.8,8,14.3,0.9,3.7,24.6,-4.9,1.2,103.8,106.5,-2.7,158.1,19.1,2023
Federiko Federiko,PITT,0.669,0.667,131.4,12.9,14.1,13.5,3.9,14.8,1,8,12.8,-2.3,1.6,131.4,100.6,30.8,275.5,19.1,2023
Demetre Roberts,FDU,0.544,0.492,154.8,1.5,10.2,5.6,22.9,12.8,2.1,0.5,25.1,1.7,1.3,113.2,107.4,5.8,357.4,19.1,2023
Christian Ray,DEL,0.593,0.561,135.5,10.5,22.1,16.2,12.6,13.4,1.6,1.4,14.8,0.5,1.5,123.7,103,20.7,387.9,19.1,2023
Kobe Stewart,PRSBY,0.576,0.575,140.7,10.8,17.5,14,13.9,15.9,1.9,3,18.5,-1.7,1.3,112.9,104.1,8.8,206.9,19.1,2023
Moses Wood,UP,0.622,0.573,169.1,5,17.9,11.7,11.2,13.8,0.9,2,22.1,-2.2,1.5,118,109.5,8.5,308,19.1,2023
K.J. Adams,KU,0.625,0.622,122.9,9.3,9.7,9.5,13.3,15.3,1.5,3.1,18.3,-0.8,1.5,119.8,99.5,20.4,303.3,19.1,2023
Aboubacar Traore,LBSU,0.588,0.559,152.2,11.7,20.2,16,19,22.4,2.1,2.3,16.6,-0.5,1.5,112.6,97.5,15.1,405.3,19.1,2023
Demarcus Demonia,TAMUC,0.533,0.504,138.3,6.4,15.7,10.9,11.9,13,2.1,1.1,27.4,-3.1,1.2,105,106.5,-1.5,292.6,19.1,2023
Brandon Johnson,ECAR,0.568,0.521,151.8,9,20.6,14.6,12.5,15,1.7,2.2,19.5,-2,1.4,114.3,101.4,12.8,355.3,19.1,2023
Stephon Payne III,UIW,0.517,0.493,107.2,13.1,19.9,16.4,5.2,16.7,3.2,7.7,19.7,-4.7,1.3,102.4,98.5,3.9,181,19.1,2023
Garrett Sturtz,DRAKE,0.652,0.611,180.9,5.6,19.8,13,6.7,11.7,2,0.8,14.8,-0.8,1.5,127.4,91.9,35.6,329.8,19.1,2023
Emmanuel Tshimanga,UCSD,0.604,0.547,128.7,12.9,26.4,19.8,7.6,22.1,0.8,3.9,21.1,-6.4,1.6,109,102,7,154.9,19.1,2023
Roger McFarlane,SELU,0.551,0.518,160.1,5.9,24.7,15.2,11.7,10.1,2.1,0.5,19,0.4,1.2,115.9,102.2,13.7,360.5,19.1,2023
Geronimo Rubio De La Rosa,COM,0.586,0.536,167.2,3.1,17.4,10,15.4,14.3,2.6,0.3,21.1,-1.3,1.3,112.8,104.3,8.5,299.6,19,2023
Cason Wallace,UK,0.543,0.516,154.9,3.5,10.8,7.1,24.3,16.3,3.6,1.6,20,2.4,1.2,113.5,98.5,15,319.5,19,2023
Kenny Dye,QUC,0.551,0.511,152.4,3.1,10.7,6.9,27.4,15.9,1.8,0.2,25.7,0.7,1.3,111.4,107.5,3.9,335.8,19,2023
Terren Frank,IDAHO,0.515,0.491,156,6.7,27.4,17.2,13.9,15.9,3.1,0,26.8,-3.3,1.1,101.5,95.6,6,45.4,19,2023
Terrell Burden,KENN,0.554,0.519,148.9,1.8,11.3,6.5,27.2,18.7,3.1,1.3,25.1,-0.2,1.4,105.6,97.3,8.3,315.4,19,2023
A.J. McKee,QUC,0.568,0.511,159.8,6.4,9.6,8,10.8,12.3,1.9,0.6,23.8,-2.3,1.4,115.9,107.3,8.6,284.5,19,2023
Touko Tainamo,DEN,0.58,0.554,163.3,10.5,18.5,14.8,6.3,10.9,1.1,1.5,19,-1.9,1.4,119.3,107,12.3,275.1,19,2023
Sam Iorio,NIAG,0.563,0.524,160.6,9.9,18.3,14.2,10.4,9.7,1.6,2.3,16.8,0.5,1.3,121.7,102.4,19.3,242.4,19,2023
Khalif Battle,TEM,0.564,0.512,165.8,1.1,11.7,6.6,14.3,12.6,1.8,0.4,29.4,-3.4,1.3,107.3,102.9,4.4,223.5,19,2023
Tim Fuller,UVU,0.654,0.659,125.5,12.2,11.9,12.1,11.6,14,1,5.3,12.9,0.6,1.5,131.2,95,36.2,302.1,19,2023
Joirdon Karl Nicholas,TEXSO,0.528,0.531,101.7,10.3,28.6,19.2,11.7,17.6,1.7,3.8,21.9,-4.1,1.3,100.9,94,6.9,294.1,19,2023
K.J. Simpson,COLO,0.499,0.442,148.9,2.7,13.2,7.8,25.7,13.8,2.6,0.6,28.5,0,1.2,103.5,97.3,6.2,268.1,19,2023
David Jones,STJ,0.471,0.444,147,9.9,19.3,14.6,11.7,11.8,2.6,1.6,28.4,-2.9,1,100.8,97.3,3.5,266.6,19,2023
Tasos Kamateros,SODAK,0.559,0.537,168,5.6,22.4,14.1,13.5,13.5,0.7,1.2,24.5,-2.3,1.2,107.2,108.9,-1.7,280.6,19,2023
Bryce Johnson,HEART,0.551,0.517,145,7.5,28,17.7,13.5,17.5,2.1,1.2,20.2,-2.4,1.4,106.3,96.2,10.1,334.3,19,2023
Ethan Roberts,USMA,0.62,0.579,173,2.5,17.2,10.2,8.5,12.5,1.2,0.1,21.7,-2.3,1.4,118.1,104.1,14,259.8,19,2023
Earl Timberlake,BRYNT,0.558,0.533,136.9,6.6,22.6,15,15.3,18.3,1.5,2.1,22.4,-2.7,1.4,107.3,98.1,9.2,316.8,18.9,2023
Aaron Scott,UNT,0.655,0.642,168.4,9.6,17.9,13.8,9.1,17.4,2.5,3.8,13.8,-1.6,1.5,125.5,90.1,35.4,297.6,18.9,2023
A.J. Clayton,OHIO,0.57,0.536,165.1,10.2,17.9,14,5.1,12.8,1,3.7,19.8,-3.1,1.2,118.2,104,14.2,208.4,18.9,2023
Quincy Olivari,RICE,0.548,0.504,157,1.3,19.7,10.7,13.1,12.9,1.7,0.2,29.4,-3.1,1.3,104.1,105.9,-1.8,351.1,18.9,2023
Jamir Watkins,VCU,0.527,0.481,147.3,5.7,23.1,14.7,12.9,16.1,2.9,3.1,24,-3.3,1.3,102,88.3,13.7,272.1,18.9,2023
Maizen Fausett,SUU,0.577,0.546,156.5,9.2,16.2,12.8,6.2,10.3,1.9,0.8,18.3,-1.5,1.3,120.9,99.8,21.1,363.1,18.9,2023
Zhuric Phelps,SMU,0.472,0.443,131.2,3.5,10.8,7.1,24.2,12.7,4.1,1.1,33.6,-1.7,1.1,95,101,-5.9,252.9,18.9,2023
Tyree Corbett,DEN,0.53,0.519,125.2,12,27.3,20.3,4.5,16.3,1.8,3,22.5,-5.7,1.4,103.2,101.8,1.4,195.5,18.9,2023
Pharrel Payne,MINN,0.644,0.693,117.9,9.1,19,14.2,14,24.7,1.3,4.7,20.9,-5.7,1.8,103.9,104.7,-0.8,214.9,18.9,2023
Will Richard,FLA,0.645,0.607,174.9,4.3,14,9.3,6,8.5,1.8,1.9,16.3,-0.7,1.5,126.8,99,27.8,271,18.9,2023
Sam Sherry,ELON,0.614,0.589,147.7,8.2,14,11.1,4.9,14.2,1.1,4.3,19.9,-4,1.5,114.8,107.4,7.5,202.4,18.9,2023
Javian Davis,UAB,0.595,0.556,121.7,11.8,18.1,15,8.2,14.7,0.9,1.7,18.8,-2.6,1.6,120.6,98.8,21.8,181.1,18.9,2023
Chris Doherty,NEU,0.577,0.544,129.4,10.7,20,15.4,21.2,19.6,0.9,3,20.6,-1.5,1.3,111.1,106.5,4.6,189.8,18.9,2023
Nae'qwan Tomlin,KSU,0.562,0.532,151.3,10.5,16.1,13.4,8.5,12.1,2.5,4,19.4,-1.8,1.3,113.7,95.1,18.6,322.3,18.9,2023
"Dwight Murray, Jr.",RIDER,0.523,0.484,160,2.1,14.7,8.5,16.3,12.1,2.3,0.2,24.4,-0.2,1.2,109.7,102.6,7.1,287.4,18.9,2023
Gradey Dick,KU,0.581,0.547,169.8,4.2,14.3,9.4,9.3,9.4,2.5,0.8,20.5,-0.4,1.3,116.7,97.1,19.6,364.9,18.8,2023
Juwan Perdue,JKSNV,0.58,0.518,141.6,10.4,21.4,16,7.7,15.6,2.1,2.2,18.6,-3.1,1.6,116.2,101.5,14.6,233.6,18.8,2023
Cameron Henry,INDST,0.598,0.563,163.8,5.8,14.9,10.6,24.9,21.6,2.6,1.8,21.1,0.2,1.4,111.4,95.3,16.1,328.8,18.8,2023
Justin Wright,NCCU,0.571,0.524,166.3,6,13.2,9.7,13.1,15.6,2.1,0.2,24.7,-3.3,1.4,111.1,94,17.1,282.9,18.8,2023
Carson Towt,NAU,0.517,0.532,93.2,13.3,21.3,17.1,21.4,16,1.2,1.2,21,0.6,1.2,109.3,107.5,1.8,343,18.8,2023
Amari Kelly,UNCW,0.605,0.589,155.7,12.4,18,15.2,6.8,20.9,2.1,5.2,18.8,-5.5,1.5,110.1,94.2,15.9,233.3,18.8,2023
Tyrell Roberts,SANFR,0.602,0.569,168.4,1.4,10.1,5.8,13.2,10.2,2,0.2,21.2,0,1.4,121,105.9,15.2,330.5,18.8,2023
Jacob Germany,UTSA,0.503,0.458,117.6,10.6,24.8,17.7,8,15.8,0.8,3.2,27,-6.3,1.2,98.4,105,-6.5,262.1,18.8,2023
Darnell Brodie,DRAKE,0.553,0.539,212.7,11.2,24.8,18.3,8.3,16.7,0.5,4.6,21.5,-3.9,1.3,106.8,90.9,15.9,293.3,18.8,2023
Keyshawn Bryant,USOFL,0.514,0.502,128.5,8.8,18.8,13.7,6,13.4,1.9,4.7,26.4,-5.2,1.2,101.3,100.2,1,151,18.8,2023
Hakim Hart,UMD,0.59,0.55,161.7,2.9,13.3,8.2,16.1,12.4,2.2,0.8,18.2,1.2,1.4,120,98.9,21.2,324.9,18.8,2023
August Mahoney,YALE,0.694,0.646,190.3,1.5,11.1,6.5,9.4,10.9,1.5,0.3,16.4,0.1,1.6,135,96.9,38,231,18.8,2023
Blake Hinson,PITT,0.565,0.543,148.7,5.5,16.5,11.2,7.7,11,1.2,1.9,24.6,-2.8,1.3,112,102.5,9.5,330.8,18.8,2023
Frank Fidler,OMAHA,0.549,0.466,159.8,2.5,18.8,10.7,16.8,15.9,2.1,1.9,24.8,-2.2,1.3,104.8,108.7,-3.9,311.4,18.8,2023
Nick Davidson,UNR,0.588,0.519,160.2,11.1,18,14.6,5.1,12.2,1.4,3.5,20.9,-3.1,1.5,117.3,99.3,18,169,18.8,2023
Jonas Aidoo,TENN,0.545,0.523,153.4,12,20.5,16.3,10,14.6,1.6,9,15.4,-1,1.2,114.6,84.6,29.9,230.5,18.7,2023
Jonathan Beagle,ALBNY,0.541,0.517,140.3,10.4,20,14.9,15.1,17.1,1.3,1.5,22.5,-3.1,1.3,105.9,110,-4.1,314.5,18.7,2023
Braeden Smith,COLGT,0.594,0.542,166.8,1.3,13.8,7.8,22.6,17,2.4,0.2,19.7,3,1.4,116.3,102.4,13.9,359.1,18.7,2023
Sam Vinson,NKU,0.505,0.473,141.5,5.2,12.2,8.5,18.9,13.2,4.6,1,22.3,0.4,1.2,106.7,96.1,10.6,288,18.7,2023
Noah Reynolds,UWYOM,0.557,0.537,147.2,1.9,9.3,5.7,20.6,17.1,0.9,0.8,33.6,-5.4,1.3,100.6,109.8,-9.2,106.9,18.7,2023
Adong Makuoi,TNST,0.608,0.615,116.7,10.9,17.5,14.1,3.5,15.3,1.3,5.3,18.8,-4.5,1.5,114.6,101,13.6,220.5,18.7,2023
